startup_id,industry,sub_industry,target_audience,customer_type,problem_solved,technology_used,business_model,revenue_model,market_size_category,market_growth_category,competition_level,founded_year,founded_country,geographic_market,total_funding_usd__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,funding_rounds__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,employee_count__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,startup_stage__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,success_label,success_indicator,leakage_warning
LL-053904,HealthTech,Biotechnology|Health Diagnostics,,,,,,,Unknown,Unknown,Medium (dataset-derived),,Switzerland,Switzerland,12483000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053915,HealthTech,Android|Apps|Cloud Computing|Hardware + Software|Health and Wellness|iOS|Mobile|PaaS|Real Time|Sensors|Software|Tracking|Wearables|Web Development,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,220000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053921,E-commerce,E-Commerce|Fashion,,,,,,,Unknown,Unknown,High (dataset-derived),2005.0,United States,United States,1250000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053929,SaaS,Analytics|Cloud Computing|Internet of Things|SaaS|Software,,,,,,,Unknown,Unknown,Medium (dataset-derived),2014.0,Belgium,Belgium,50000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053962,Other / Unspecified,Apps|Mobile|Photo Sharing,,,,,,,Unknown,Unknown,Unknown,2013.0,,,70000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053966,MarTech,Advertising|Analytics|Coupons|E-Commerce|Enterprise Software|Facebook Applications|Promotional|SaaS|Sales and Marketing|Social Bookmarking|Social Media|Twitter Applications,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,550000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053968,HealthTech,Biotechnology|Medical Devices,,,,,,,Unknown,Unknown,Medium (dataset-derived),1998.0,Israel,Israel,688250.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053971,Other / Unspecified,,,,,,,,Unknown,Unknown,Unknown,,,,7000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053975,MarTech,Brand Marketing|Consumer Goods,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,United States,United States,120000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053977,HRTech,Contact Management|CRM|Crowdsourcing|Email|Human Resources|Networking|Sales and Marketing|Software|Task Management,,,,,,,Unknown,Unknown,High (dataset-derived),2002.0,United States,United States,25100000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-053989,SaaS,Curated Web,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,2000000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054001,SaaS,Curated Web,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,United States,United States,147000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054002,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,1000000.0,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054011,TravelTech,Delivery|Hospitality,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,13500000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054016,E-commerce,E-Commerce,,,,,,,Unknown,Unknown,Medium (dataset-derived),2010.0,Turkey,Turkey,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054025,MarTech,Loyalty Programs|Mobile|Mobile Advertising|Sports|Sports Stadiums,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,United States,United States,45000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054030,Other / Unspecified,MicroBlogging|Sports,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,200000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054058,Other / Unspecified,Sports,,,,,,,Unknown,Unknown,Unknown,,,,15000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054073,Media & Entertainment,Entertainment|Sports,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,2000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054079,Other / Unspecified,Fantasy Sports,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,6004999.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054083,SaaS,Concerts|Consumer Goods|Software|Sports,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,15000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054104,FoodTech,Consumer Goods|Specialty Foods,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,75000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054114,FinTech,Finance,,,,,,,Unknown,Unknown,Medium (dataset-derived),2014.0,Germany,Germany,21929351.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054121,Other / Unspecified,Apps|Technology,,,,,,,Unknown,Unknown,Medium (dataset-derived),2015.0,Hong Kong,Hong Kong,1000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054137,FinTech,Big Data|Finance|SaaS|Software|Web Development,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054153,Other / Unspecified,Information Technology,,,,,,,Unknown,Unknown,Medium (dataset-derived),2012.0,Sweden,Sweden,1000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054176,E-commerce,E-Commerce|E-Commerce Platforms|Marketplaces|Mass Customization|Point of Sale,,,,,,,Unknown,Unknown,Medium (dataset-derived),2002.0,Germany,Germany,12740000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054200,SaaS,Mobile|Software|Wireless,,,,,,,Unknown,Unknown,Medium (dataset-derived),2001.0,Brazil,Brazil,93051049.0,6.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054210,EdTech,Education,,,,,,,Unknown,Unknown,Medium (dataset-derived),,India,India,25900000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054227,Media & Entertainment,Social Media|Sports,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,1000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054231,SaaS,Billing|Electronics|Professional Networking|Software,,,,,,,Unknown,Unknown,Medium (dataset-derived),2010.0,Denmark,Denmark,2273363.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054235,MarTech,Design|SEO|Software|Web Hosting,,,,,,,Unknown,Unknown,Unknown,2011.0,,,40000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054240,DeepTech,Hardware + Software|Internet of Things,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,6550924.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054241,SaaS,Curated Web,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,217500.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054258,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,20000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054260,TravelTech,E-Commerce|Local|Marketplaces|Tourism|Travel,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,25000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054287,Other / Unspecified,Sporting Goods,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,2250000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054346,Cybersecurity,Security,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-054357,Other / Unspecified,,,,,,,,Unknown,Unknown,Unknown,,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
